City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
691,Alta Floresta,BR,-9.8756,-56.0861,89.42,62,20,2.3,few clouds
692,Shetpe,KZ,44.1667,52.1167,57.87,54,100,15.75,overcast clouds
693,Mugumu,TZ,-1.85,34.7,80.76,29,14,8.99,few clouds
694,Christchurch,NZ,-43.5333,172.6333,53.01,88,47,2.3,scattered clouds
695,Inta,RU,66.0317,60.1659,27.46,81,89,11.16,overcast clouds
696,Revelstoke,CA,50.9832,-118.2023,39.22,60,40,14.97,scattered clouds
697,Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,5.75,few clouds
698,Jingdezhen,CN,29.2947,117.2079,65.88,55,73,3.36,broken clouds
699,Bud,US,39.447,-86.1758,37.92,77,98,14.47,overcast clouds
700,Komsomolskiy,UZ,40.4272,71.7189,75.92,38,97,4.61,overcast clouds
701,Pochutla,MX,15.7432,-96.4661,81.82,49,96,3.42,overcast clouds
702,Cururupu,BR,-1.8283,-44.8683,78.22,94,100,3.94,light rain
703,Le Port,RE,-20.9373,55.2919,80.56,69,31,1.59,scattered clouds
